product_type,product_name,product_desc,product_price,product_brand,product_model,product_printertype,product_tech,product_maxsize,product_maxres,product_bwspeed,product_cspeed,product_memory,product_dimensions,product_weight
Inkjetprinters,"Canon PIXMA TS6150","De Canon PIXMA TS6150 is een All-in-one inkjet printer voor thuisgebruikers. Naast wifi verbind je de printer via Bluetooth met je smartphone, tablet en laptop of je print op afstand vanuit de cloud. Dankzij 5 aparte inktcartridges waaronder 1 capsule voor speciale foto inkt print je afbeeldingen met groot kleurbereik. Bovendien zijn foto's scherp dankzij de  afdrukresolutie van 4.800 bij 1.200 dpi. Ook ondersteunt de printer randloos printen en speciaal vierkant papier tot maximaal 13 centimeter om afbeeldingen naar eigen wens af te drukken. Dit fotopapier plaats je in de speciale houder aan de achterzijde, zo houd je foto's en documentpapier gescheiden. Het grote 7,5 centimeter kleuren touch screen is handig om direct instellingen voor kopieën en scans aan te passen. Wil je papier besparen? Schakel dan automatisch dubbelzijdig printen in.","129,-","Canon","2229C006","None","Inkjet","A4","4800 x 1200","15 ppm","10 ppm","None","37,2 cm x 31,5 cm x 13,9 cm","6,2 kg"
Laserprinters,"Samsung Xpress SL-C430W","De Samsung Xpress SL-C430W is een compacte wifi printer. Met een snelheid tot 18 pagina's per minuut is deze printer geschikt voor thuis of op een klein kantoor. Deel de printer via ethernet of wifi met je huisgenoten of collega's, en iedereen kan vanaf laptop, pc, tablet of smartphone opdrachten naar de printer versturen. Zelfs wanneer je niet thuis bent kun je de printer benaderen: doordat deze printer met Google Cloud Print werkt, kun je vanaf afstand opdrachten naar je printer versturen. Zo liggen de printjes al klaar op het moment dat jij terug naar huis gaat.","189,-","Samsung","SL-C430W/SEE","None","Laser","A4","2400 x 600","18 ppm","4 ppm","None","38,2 cm x 30,9 cm x 21,1 cm","9,96 kg"
Laserprinters,"HP LaserJet Pro MFP M426fdn","Met een snelheid tot 40 pagina's per minuut is de HP Color LaserJet Pro MFP M426fdn geschikt voor op een groot kantoor. Deel de printer draadloos via je modem en je maakt met de hele werkgroep gebruik van deze snelle zwart-witprinter. Of verstuur een opdracht met je smartphone of tablet via de HP ePrint app. Wil je even snel een document kopiëren of scannen? Via het touchscreen van 7,5 cm aan de voorkant selecteer jij eenvoudig de gewenste scan-, kopieer- en printinstellingen.","349,-","HP","F6W14A#B19","None","Laser","A4","600 x 600","38 ppm","None","None","43 cm x 63,4 cm x 32,5 cm","12,86 kg"
Laserprinters,"Samsung Xpress SL-M2026W","De Samsung Xpress SL-M2026W is een snelle zwart-witprinter met wifi. Met deze printer print je namelijk tot maar liefst 20 pagina's per minuut. Je eerste pagina komt al na slechts 9 seconden uit je printer te rollen. Door de hoge printresolutie zijn je documenten goed leesbaar, zelfs wanneer je kleine lettertypes gebruikt. Dit maakt de printer voornamelijk geschikt wanneer je voornamelijk tekstdocumenten print voor je werk of je studie.","79,99","Samsung","SL-M2026W/SEE","None","Laser","A4","1200 x 1200","20 ppm","None","None","33,1 cm x 21,5 cm x 17,8 cm","4 kg"
Laserprinters,"Canon i-SENSYS LBP6230DW","Met deze Canon laserprinter druk jij al jouw documenten snel, haarscherp én dubbelzijdig af. Verbind je printer met je laptop of pc en je hebt altijd een betrouwbare printer om belangrijke documenten te printen. Met een snelheid tot 25 pagina's per minuut is deze printer geschikt voor iedereen die thuis veel documenten print of voor gebruik op een klein kantoor.","119,99","Canon","9143B003","None","Laser","A4","600 x 600","25 ppm","None","None","37,9 cm x 29,3 cm x 24,3 cm","7 kg"
Laserprinters,"Xerox WorkCentre 6515N","Met de Xerox WorkCentre 6515N laserprinter print, scan, kopieer en fax je al je documenten binnen een groot kantoor. Door de LED technologie zitten er minder bewegende onderdelen in de printer wat ten goede komt aan de betrouwbaarheid. Maak gebruik van de automatische documentinvoer en print met een snelheid van 28 pagina's per minuut. Je deelt daarnaast de printer bedraad via het netwerk zodat al je werknemers er bij kunnen. Of als je een Android smartphone hebt met NFC, dan is het zo simpel als, houdt de smartphone dichtbij de printer en je printtaak wordt draadloos verstuurd. Heb je een iPhone of iPad? Met Airprint verstuur ook jij draadloos je printjes naar de printer.","339,-","Xerox","6515V_N","None","Led technologie","A4","2400 x 1200","28 ppm","28 ppm","None","50,6 cm x 42 cm x 50 cm","36,2 kg"
Laserprinters,"Lexmark CS728DE","De Lexmark CS728DE laserprinter beschikt over een veelvoud aan beveiligingsfuncties, wat hem geschikt maakt voor bijvoorbeeld overheidsinstellingen. Dankzij het Lexmark Device and Fleet management systeem configureer en beheer je alle printers vanaf 1 centrale locatie. Geef gebruikers toegang tot de printer of beperk juist bepaalde functies per gebruiker. Kies welke poort- en TCP-filters openstaan om zo onbevoegden geen kans te geven om gevoelige informatie buit te maken. Beveilig de printer door iedere printtaak pas vrij te geven als je de juiste pincode invoert. Print zonder tussenkomst van een pc, dankzij het 10,9 cm grote kleuren touchscreen. Is de standaard invoerlade van 550 vellen niet groot genoeg? Breid de printer dan uit met optionele papierladen tot een maximale invoercapaciteit van 2300 vellen.","429,-","Lexmark","40CC036","None","Laser","A4","2400 x 600","47 ppm","47 ppm","1,024 GB","47,5 cm x 49,9 cm x 41,7 cm","36,3 kg"
Inkjetprinters,"HP PageWide 377dw MFP (J9V80B)","Print in 1 keer de volle breedte van de pagina met de HP PageWide Pro 377dw printer, scanner, fax- en kopieerapparaat in één voor op kantoor. De 377dw print met inkt zoals een inkjetprinter, maar met de snelheid van een laserprinter. Doordat de cartridges geen printkop hebben, is verstopping - zoals bij inkjet - niet mogelijk. Dankzij het werkgeheugen van 768 MB kan de printer meerdere opdrachten tegelijk uitvoeren. Scan een rapport in, terwijl je een whitepaper uitprint. Deel de printer met het netwerk zodat ook je collega's opdrachten naar de printer kunnen sturen. Of houd je mobiel bij de printer en maak contact via wifi direct. Je bestanden worden altijd beveiligd verstuurd.","319,-","HP","J9V80B#A80","None","Inkjet","A4","1200 x 1200","30 ppm","30 ppm","0,768 GB","53 cm x 40,7 cm x 46,7 cm","22,15 kg"
Laserprinters,"Lexmark CX417DE","De Lexmark CX417DE laserprinter print alle papierwerk in een (klein) bedrijf. De printer verwerkt al je documenten in kleur op een tempo van 30 pagina's per minuut. Wil je tijd en papier besparen? Druk dan al je printopdrachten automatisch dubbelzijdig af met de automatische documentinvoer. Staat je pc of laptop al uit? Voer dan op het 10,9 cm grote kleuren touchscreen de instellingen in en druk je opdrachten alsnog af. Met de netwerkaansluiting deel je de printer gemakkelijk met alle werknemers binnen je bedrijf. Heb je een iPhone of iPad? Verstuur je de printopdrachten draadloos via AirPrint.","299,-","Lexmark","28DC561","None","Laser","A4","2400 x 600","30 ppm","30 ppm","None","44,4 cm x 55,8 cm x 47 cm","27,4 kg"
Inkjetprinters,"HP OfficeJet 5230 All-in-one","De HP OfficeJet 5230 All-in-one is een inkjetprinter geschikt als je thuis vaak documenten zoals rapporten of ander leesmateriaal print. Dankzij de automatische documentinvoer (ADF) van 100 pagina's print je zo rapporten of facturen achter elkaar. Verbind het apparaat via wifi met je laptop, tablet of smartphone en je stuurt draadloze printopdrachten. Bovendien valt de wifi verbinding met je printer niet weg, want de printer heeft dual band wifi. Zo stuur je vanuit elke hoek van je kantoor een afdruk naar je apparaat. Dankzij de fax functie zendt je direct offertes en brochures naar zakenpartners en collega's. Wil je een scan of kopie maken? Via het touchscreen stel je meteen je gewenste printerinstellingen in.","99,99","HP","M2U82B","None","Inkjet","A4","4800 x 1200","10 ppm","7 ppm","0,256 GB","44,5 cm x 54,4 cm x 12,8 cm","5,41 kg"
Inkjetprinters,"Epson EcoTank ET-2700","De Epson EcoTank ET-2700 is een All-in-one inkjetprinter voor regelmatig thuisgebruik. Dankzij het inktsysteem gebruik je geen cartridges, maar vul je zelf inkt bij in de ingebouwde reservoirs. Print je 4 pagina's per dag, dan kun je 3 jaar vooruit met de meegeleverde inkt. Download de iPrint app en je print draadloos vanaf je telefoon, tablet en computer. Je stuurt zelfs printopdracht via e-mail naar je printer zodat je onderweg print. Bij thuiskomst liggen je foto's en documenten voor je klaar. De printer heeft 2 aparte papierlades, één voor 20 vellen fotopapier en één lade voor 100 A4 vellen. Druk je vakantiefoto's of selfies af, dan kiest je printer vanzelf het juiste papier. Bovendien zijn je afbeeldingen gedetailleerd dankzij de hoge 1.200 bij 2.400 resolutie. En een kopie of scan is zo gemaakt dankzij de All-in-one functies.","299,-","Epson","C11CG24402","None","Inkjet","A4","5760 x 1440","10,5 ppm","5 ppm","None","37,5 cm x 34,7 cm x 18,7 cm","5 kg"
Laserprinters,"Xerox WorkCentre 3345","De Xerox Phaser 3345 laserprinter is geschikt voor een groot kantoor. Naast printen, scan, kopieer en fax je ook met deze printer uit de Phaser serie. Doordat je draadloos printopdrachten stuurt binnen je wifi netwerk ben je vrij de printer overal te plaatsen waar je maar wilt. Met een printsnelheid van 40 pagina's per minuut hoef je nooit lang te wachten en door automatisch dubbelzijdig af te drukken bespaar je ook papier. Daarnaast zit er ook een automatisch documentinvoer in de printer wat ervoor zorgt dat je een stapel documenten van maximaal 50 vellen vanzelf door de printer laat gaan.","319,-","Xerox","3345V_DNI","None","Led technologie","A4","600 x 600","40 ppm","None","None","46,9 cm x 44,4 cm x 48,3 cm","17,3 kg"
Inkjetprinters,"Brother MFC-J5930DW","Posters en folders op A3 formaat maak je met de Brother MFC-J6935DW inkjetprinter. Vouw het papier dubbel en je hebt zo een boek of tijdschrift op A4 formaat. Scannen, kopiëren en faxen doe je alleen op A4 formaat, waardoor je posters digitaal opslaat en doorstuurt naar opdrachtgevers. Dankzij wifi-direct hoef je niet verbonden te zijn met het wifi netwerk. Je maakt rechtstreeks verbinding met de printer en verstuurt al je printopdrachten draadloos. En via het 9,3 cm kleuren touchscreen pas je nog de instellingen aan zonder tussenkomst van je pc. Het printpad is korter doordat het papier liggend doorgevoerd wordt en niet staand. Dit zorgt ervoor dat je print met een snelheid van 27 pagina's per minuut. Is het papier bijna op dan geeft de printer een waarschuwing door de ingebouwde sensor.","309,-","Brother","MFCJ5930DWRF1","None","Inkjet","A3","4800 x 1200","22 ppm","20 ppm","0,512 GB","53 cm x 39,8 cm x 37,5 cm","20,6 kg"
Laserprinters,"Samsung CLP-680DW","Deze compacte kleurenlaserprinter is geschikt voor gebruik op kantoor. Met een snelheid tot 24 pagina's per minuut voltooit hij iedere printopdrachten vlot. Dankzij de Wi-Fi verbinding en netwerkaansluiting is het ook nog eens heel makkelijk om hem te delen met collega's. Bovendien is hij efficiënt en zuinig in het gebruik door de functie voor dubbelzijdig afdrukken. Dat scheelt papier en dus geld.","319,-","Samsung","CLP-680DW/SEE","None","Laser","A4","9600 x 600","24 ppm","24 ppm","None","42 cm x 45,2 cm x 31,1 cm","20,15 kg"
Labelprinters,"DYMO LabelManager 420P","Met de DYMO LabelManager 420P verlies je nooit de controle over jouw labels. Deze labelprinter bezit verschillende handige, maar vooral praktische functionaliteiten voor de gebruiker. Het grote, verlichte scherm biedt ruimte voor 4 tekstregels. Het besturingssysteem geeft alle menu-items overzichtelijk weer waardoor je gemakkelijk kan kiezen uit de verschillende lettertypes en tekststijlen. Het ABC-toetsenbord zorgt voor een snelle verwerking van labels. Wil je extra accenten leggen? Maak dan gebruik van een van de 8 kaderstijlen of de mogelijkheid om jouw tekst te onderstrepen. Doordat de DYMO LabelManager 420P gevoed wordt door een oplaadbare lithium-ionbatterij, kan je het apparaat op iedere locatie gebruiken en ben je gevrijwaard van het kopen van AA-batterijen.","102,38","Dymo","S0915440","None","None","None","180 x 180","None","None","None","11,1 cm x 21,5 cm x 5,7 cm","0,5 kg"
Labelprinters,"Brother QL-810W","Maak met de Brother QL-810W labelprinter je eigen adreslabels of naamplaatjes van maximaal 62 mm breed. Naast zwart kun je kiezen voor roodgekleurde tekst. Verstuur je opgemaakte labels via wifi naar de labelprinter. Met de Brother iPrint & Label app ontwerp en print je ook vanaf je iOS of Android smartphone. De labelprinter snijdt labels automatisch af, waardoor er altijd perfect rechthoekige labels uitkomen. Dankzij het ingebouwde geheugen print je eerder afgedrukte labels nogmaals af zonder tussenkomst van je pc.","99,99","Brother","QL810WUA1","None","None","None","300 x 600","None","None","None","12,6 cm x 23,4 cm x 14,5 cm","1,12 kg"
Laserprinters,"Brother HL-L5100DNT","Met een printsnelheid tot 40 pagina's per minuut is de Brother HL-L5100DNT zwart-wit laserprinter geschikt voor op een groot kantoor. Deel de printer via wifi met de hele werkgroep en print presentaties en notities op eenvoudig via AirPrint of Google Cloud Print. Vertrouwelijke documenten verstuur je met een pincode naar de printer. De papiercapaciteit is uit te breiden van 820 vel tot 1.340 vel. Wanneer de papierlade bijna leeg is, ontvangt de beheerder een mailtje zodat je nooit zonder papier zit.","309,-","Brother","HLL5100DNTRF1","None","Laser","A4","1200 x 1200","40 ppm","None","None","37,3 cm x 38,8 cm x 38,7 cm","14,6 kg"
Laserprinters,"Brother DCP-9020CDW","De Brother DCP-9020CDW is een compacte all-in-one LED-kleurenprinter. Deze printer is dankzij de vele functies uitermate geschikt voor thuiskantoren en bedrijven. De printer is eenvoudig te bedienen met een lcd scherm en dankzij de netwerkaansluiting en wifi, kun je de printer delen in een netwerk en met meerdere medewerkers tegelijk gebruiken. Met de gratis applicatie iPrint&Scan print en scan je direct van en naar je smartphone, tablet of persoonlijke cloud. En dankzij het formaat zal deze printer niet misstaan op je bureau, zowel thuis als op kantoor.","299,-","Brother","DCP9020CDWRF1","None","Led technologie","A4","2400 x 600","18 ppm","18 ppm","None","41 cm x 48,3 cm x 41 cm","23,2 kg"
Laserprinters,"Samsung Xpress M2835DW","De Samsung Xpress M2835DW maakt printen eenvoudig. Met één druk op de knop koppel je de printer aan je wifi-netwerk en verstuur je draadloos opdrachten naar je printer. De hoge afdruksnelheid en de optie automatisch dubbelzijdig af te drukken, maken deze printer geschikt voor iedereen die regelmatig documenten wil printen. Door zijn compacte formaat past deze printer op ieder bureau.","Vanaf 113,-","Samsung","SL-M2835DW/SEE","None","Laser","A4","4800 x 600","28 ppm","None","None","36,8 cm x 33,45 cm x 20,2 cm","7,4 kg"
Laserprinters,"Lexmark CS727DE","","269,-","Lexmark","40CC136","None","Laser","A4","2400 x 600","38 ppm","38 ppm","None","44,2 cm x 40,7 cm x 29,1 cm","20,3 kg"
Laserprinters,"HP LaserJet Pro Color MFP M177FW","De HP Laserjet Pro Color MFP M177FW is een compacte All-in-One kleurenlaserprinter. Deel de printer in je netwerk via de netwerkverbinding en wifi. Naast afdrukken in zowel zwart-wit als kleur kan hij ook kopiëren, scannen en faxen. Even snel een printopdracht uitvoeren en geen PC bij de hand? Geen enkel probleem, via de mobiele apps verstuur je een opdracht rechtstreeks vanaf je smartphone of tablet. De automatische documentinvoer zorgt ervoor dat je scanopdrachten razendsnel worden uitgevoerd.

De juiste toners voor deze printer","269,-","HP","CZ165A#B19","None","Laser","A4","600 x 600","16 ppm","17 ppm","None","42,3 cm x 48,4 cm x 33,5 cm","16 kg"
Laserprinters,"HP LaserJet Pro Color MFP M180n","De HP LaserJet Pro Color MFP M180n is een zakelijke All-in-one kleuren laserprinter voor kleine kantoren. De printer heeft een netwerkpoort, waardoor je deze bekabel opneemt in je bedrijfsnetwerk. Met een afdruksnelheid van 16 pagina's per minuut voor zowel kleuren als zwart witte pagina's hoef je nauwelijks te wachten tot facturen, rapporten en hand-outs geprint zijn. Dankzij de hoge invoercapaciteit van 150 vel vul je minder vaak papier bij. Scannen doe je direct naar een pc of clouddienst.","259,-","HP","T6B70A","None","Laser","A4","600 x 600","16 ppm","16 ppm","0,256 GB","42 cm x 38 cm x 29,26 cm","15,7 kg"
Laserprinters,"Brother HL-L8260CDW","Print gevoelige informatie als contracten of personeelsdossiers met de Brother HL-L8260CDW wifi kleuren laserprinter. Je verstuurt je printtaken naar de printer al dan niet voorzien van een pincode. Nadat je de juiste pincode invoert, begint de printer pas met afdrukken. Zo voorkom je dat belangrijke informatie in verkeerde handen valt. Wil je deze printer aansluiten op je netwerk? Start je webbrowser op en stel de netwerkinstellingen in zonder dat je een apart programma installeert. Vanuit je browser beheer je ook de printer en is het mogelijk om een mail te ontvangen als je toner op is of het papier.","259,-","Brother","HL-L8260CDW","None","Laser","A4","2400 x 600","31 ppm","31 ppm","0,256 GB","41 cm x 48,6 cm x 31,3 cm","21,8 kg"
Laserprinters,"Lexmark MS617DN","De Lexmark MS617DN laserprinter plaats je op de werkvloer van een hogeschool of advocatenkantoor. Dankzij de ingebouwde beveiligingsfuncties autoriseer en controleer je wie gebruik mag maken van de printer. Je beschermt zo je gevoelige bedrijfsinformatie tegen onbevoegden. Deel de printer op het bedrijfsnetwerk met al je collega's via de netwerkaansluiting. Zet de printer in eco-modus voor minder tonerverbruik of stille modus voor minder geluidsproductie. Zo pas je de printer aan naar wens. Door de Lexmark Mobile app voor iOS of Android voeg je nieuwe printers toe aan het netwerk door een QR code te scannen met de app, wat zorgt voor meer gebruiksgemak. Met de MS610dn print je in een rap tempo van 47 pagina's per minuut, waardoor je niet lang wacht tot je handouts of contracten uitgeprint zijn.","259,-","Lexmark","35SC480","None","Laser","A4","1200 x 1200","47 ppm","None","0,256 GB","39,9 cm x 38,2 cm x 30,6 cm","15,7 kg"
Inkjetprinters,"HP PageWide 352dw (J6U57B)","Print in 1 keer de volle breedte van de pagina met de HP PageWide Pro 352dw voor op kantoor. De 352dw print met inkt zoals een inkjetprinter, maar met de snelheid van een laserprinter. 1200 minuscule spuitmondjes droppen de inkt synchroon op het papier. Doordat de cartridges geen printkop hebben, is verstopping niet mogelijk. Houd je mobiel bij de printer en maak direct contact dankzij wifi direct. Of verbind de printer via een modem met het netwerk zodat ook je collega's opdrachten naar de printer kunnen sturen. Je bestanden worden altijd beveiligd verstuurd.","249,-","HP","J6U57B#A81","None","Inkjet","A4","1200 x 1200","30 ppm","30 ppm","0,512 GB","53 cm x 40,7 cm x 37,9 cm","16,38 kg"
Laserprinters,"HP Color LaserJet Pro M452nw","Print razendsnel documenten met de HP Color LaserJet Pro M452nw. Deze printer heeft een printsnelheid van 28 pagina's per minuut en is zowel bedraad als met wifi via je modem te delen. Dit maakt de M452nw geschikt voor gebruik op kantoor. Heb je die ene belangrijke presentatie op je mobiel of tablet staan? Via de HP ePrint app verstuur je eenvoudig printopdrachten naar de printer vanaf mobiele apparaten. Zo hoef je nooit meer eerst je pc aan te zetten om iets te printen.","249,-","HP","CF388A#B19","None","Laser","A4","600 x 600","27 ppm","27 ppm","None","41,2 cm x 45,3 cm x 29,5 cm","17,5 kg"
Laserprinters,"Lexmark CS517DE","Print al je presentaties en handouts in zwart of kleur met de Lexmark CS517DE laserprinter, wat hem geschikt maakt voor marketing- of architectenbureaus. Om de 2 seconden drukt de printer een pagina af, waardoor je niet lang wacht tot je printjes klaar zijn. Dankzij de ingebouwde beveiligingsfuncties autoriseer en controleer je wie mag printen met deze printer. Maak op het 10,9 cm grote kleuren touchscreen wijzigingen in je printtaken en bekijk direct het resultaat voor je daadwerkelijk print. Met de Lexmark Mobile app voor iOS of Android voeg je nieuwe printers toe aan het netwerk door een QR code te scannen met de app, wat zorgt voor meer gebruiksgemak. Pas de printerinstellingen binnen de app aan voor je daadwerkelijk over gaat tot printen, zoals dubbelzijdig afdrukken of printen in landschap- of portretmodus.","239,-","Lexmark","28EC070","None","Laser","A4","2400 x 600","30 ppm","30 ppm","0,512 GB","44,2 cm x 40,7 cm x 30,6 cm","20,9 kg"
Laserprinters,"Samsung Pro Xpress SL-M3825DW","Print milieuvriendelijk met de Samsung Pro Xpress SL-M3825DW zwart-wit laserprinter voor op kantoor. Dankzij de eco knop print je naast dubbelzijdig ook 2 pagina's op 1 zijde. Verbind de printer met een netwerkkabel of print via wifi rechtstreeks vanaf je laptop, smartphone of tablet. Via SyncThru stel je persoonlijke printlimieten in voor de hele werkgroep. Met een printsnelheid van 38 pagina's per minuut staat er nooit een wachtrij voor de printer. Wil je er zeker van zijn dat je collega's dat geheime rapport niet per ongeluk zien? Print dan met een pincode.","249,-","Samsung","SL-M3825DW/SEE","None","Laser","A4","1200 x 1200","38 ppm","None","None","36,6 cm x 36,56 cm x 26,25 cm","10,18 kg"
Inkjetprinters,"Epson WorkForce Pro WF-5190DW","Goed gereedschap is het halve werk. Met de Epson WorkForce Pro WF-5190DW heb jij het juiste gereedschap in handen om jouw printtaken snel uit te voeren. Een printsnelheid van 20 pagina's per minuut, een netwerk- en wifi-verbinding, een standaard capaciteit van 330 pagina's en de mogelijkheid automatisch dubbelzijdig te printen, maken deze printer geschikt voor grote volumes. Print zoveel je wilt: deze inkjet gebruikt namelijk minder energie en heeft lagere kosten per pagina dan vergelijkbare laserprinters.","249,-","Epson","C11CD15301","None","Inkjet","A4","4800 x 1200","20 ppm","20 ppm","None","46,1 cm x 44,2 cm x 28,4 cm","11,3 kg"
Inkjetprinters,"HP DeskJet 3720 Wit/Groen","De HP DeskJet 3720 is de kleinste All-in-One kleurenprinter voor thuis. Door zijn compacte formaat plaats je de printer gemakkelijk in een la. Of pronk ermee op je bureau of vensterbank. Dankzij de hoge printresolutie van deze printer uit de DeskJet serie print, scan en kopieer je zowel documenten als foto's. Print direct vanaf de fotogalerij van je tablet of smartphone, Instagram of Facebook, ook als je niet in de buurt van je printer bent. Stuur onderweg naar huis snel nog je concertkaartjes door, zodat ze klaar liggen wanneer je thuiskomt. Doordat de scan- en kopieer functie in 2 standen te gebruiken is, kun je ook stevig materiaal zoals id kaarten of foto's invoeren zonder deze te beschadigen.","67,99","HP","T8X01B","None","Inkjet","A4","None","8 ppm","5,5 ppm","None","40,3 cm x 17,7 cm x 14,1 cm","2,33 kg"
Laserprinters,"Brother HL-L5100DN","De Brother HL-L5100DN is de geschikte printoplossing voor een (midden- en klein)bedrijf. Deze laserprinter drukt al je facturen en offertes in zwart-wit af met een snelheid van 40 pagina's per minuut. Je deelt de printer bedraad met het netwerk. Door je documenten automatisch dubbelzijdig af te drukken bespaar je papier. Verstuur via de iPrint&Scan app vanaf je smartphone of tablet je printjes naar de printer toe. Zet de printer in ''Stille werking'' modus en de printer maakt minder geluid. Is je netwerk even buiten gebruik? Sluit de printer aan via usb en print tot 3.000 pagina's met de meegeleverde toner.","219,-","Brother","HL-L5100DN","None","Laser","A4","1200 x 1200","40 ppm","None","None","38,8 cm x 37,3 cm x 25,5 cm","10,7 kg"
Laserprinters,"Samsung Xpress M2875FD","De Samsung Xpress M2875FD is een zwart-witlaserprinter, kleurenscanner, kopieer- en faxapparaat.  De printer heeft een afdruksnelheid van 28 pagina's per minuut. Deze printer drukt automatisch dubbelzijdig af en slaat blanco pagina's over. Download de Easy Eco Driver om extra kosten te besparen. Hiermee verlaag je het papier-, stroom,- toner-, en CO2 verbruik. Deel de M2875FD met meerdere gebruikers binnen het netwerk. Dankzij de Easy Printer Manager beheer je alle printerinstellingen op afstand.","219,-","Samsung","SL-M2875FD/SEE","None","Laser","A4","4800 x 600","28 ppm","None","0,128 GB","40,1 cm x 36,7 cm x 36,2 cm","11,3 kg"
Laserprinters,"HP Color LaserJet Pro M254nw","De HP Color LaserJet Pro M254nw is een kleuren laserprinter ontwikkeld voor kleine tot middelgrote ondernemingen. Dankzij ingebouwde dual band wifi verbind je smartphones, laptops en tablets om draadloos printopdrachten te sturen. Om veiliger af te drukken kies je voor een directe kabelverbinding via de netwerkpoort. Door de afdruksnelheid van 21 pagina's per minuut duurt een 50 pagina's tellend rapport slechts 3 minuten om te printen. Bovendien vervang je zelden het papier dankzij de papierlade met een ruime capaciteit van 250 vellen. Gebruik je de printer even niet? Door de HP Auto-On/Auto-Off technologie schakelt de printer zichzelf uit zodra je deze niet gebruikt en schakelt hij weer in bij een nieuwe printopdracht.","199,-","HP","T6B59A","None","Laser","A4","600 x 600","21 ppm","21 ppm","0,128 GB","39,2 cm x 43,5 cm x 24,75 cm","13,8 kg"
Inkjetprinters,"Canon PIXMA TS3150","De Canon PIXMA TS3150 is een compacte All-in-one inkjet printer voor thuis. Het apparaat heeft wifi, waardoor je meteen vanaf je tablet, laptop en telefoon een afdruk maakt. Ook print je op afstand vanuit de cloud. Zo verstuur je een printopdracht onderweg, en ligt je print klaar bij thuiskomst. Je print schakelt vanzelf in zodra deze een seintje krijgt via internet. En om stroom te besparen gaat deze vanzelf uit. Afbeeldingen zoals selfies en reisfoto's print je in hoog detail dankzij de printresolutie van 4.800 bij 1.200 dpi. Bovendien print je randloos, waardoor je gehele papier bedekt is zonder witranden. Op het 3,8 centimeter grote scherm kies je het aantal kopieën of scans dat je maakt. Scans stuur je daarna naar een pc of clouddienst zodat je direct het bestand gebruikt.","49,99","Canon","2226C006","None","Inkjet","A4","4800 x 1200","7,7 ppm","4 ppm","None","43,5 cm x 31,6 cm x 14,5 cm","3,9 kg"
Laserprinters,"Lexmark CX317DN","De Lexmark CX317DN laserprinter print alle papierwerk in een (klein) bedrijf. De printer verwerkt tekstdocumenten op een tempo van 23 pagina's per minuut. Naast het printen, scan, kopieer en fax je al je documenten. En om meer tijd en papier te besparen druk je je documenten zelfs automatisch dubbelzijdig af met de automatische documentinvoer. Met de netwerkaansluiting deel je de printer gemakkelijk met alle werknemers binnen je bedrijf. Heb je een iPhone of iPad? Verstuur je printopdrachten draadloos via AirPrint.","229,-","Lexmark","28CC561","None","Laser","A4","2400 x 600","25 ppm","23 ppm","None","44,4 cm x 55,8 cm x 47 cm","27,4 kg"
Laserprinters,"Samsung ProXpress M3325ND","Deze compacte en voordelige zwart-wit laserprinter is geschikt voor gebruik op kantoor.  Met een afdruksnelheid van wel 33 pagina's per minuut behoort hij tot een van de snelste printers in zijn klasse. Daarom is hij zeer geschikt voor een omgeving waar dagelijks veel printwerk wordt gedaan. Naast het normale A4-formaat kan hij met evenveel gemak ook etiketten, enveloppen en kaarten bedrukken. Als ondernemer hoef je daarvoor dus niet meer naar een dure copyshop. De Eco-knop zorgt er bovendien voor dat hij zuinig is in zowel inkt- als papiergebruik en dat is weer goed nieuws voor milieu en portemonnee.","219,-","Samsung","SL-M3325ND/SEE","None","Laser","A4","1200 dpi x 1200 dpi","33 ppm","None","None","36,6 cm x 36,6 cm x 26,3 cm","9,86 kg"
Laserprinters,"Lexmark MS517DN","De Lexmark MS517DN laserprinter is geschikt voor op de werkvloer van een hogeschool of advocatenkantoor. Dankzij de ingebouwde beveiligingsfuncties autoriseer en controleer je wie gebruik mag maken van de printer. Je beschermt zo je gevoelige bedrijfsinformatie tegen onbevoegden. Deel de printer op het bedrijfsnetwerk met al je collega's via de netwerkaansluiting. Met de Lexmark Mobile app voor iOS of Android voeg je nieuwe printers toe aan het netwerk door een QR code te scannen met de app, wat zorgt voor meer gebruiksgemak. Je kunt ook de printerinstellingen aanpassen binnen de app voor je daadwerkelijk op de print knop drukt, zoals dubbelzijdig afdrukken of printen in landschap- of portretmodus. Met de MS510dn print je in een rap tempo van 42 pagina's per minuut, waardoor je niet lang wacht tot je handouts of contracten uitgeprint zijn.","219,-","Lexmark","35SC380","None","Laser","A4","1200 x 1200","42 ppm","None","0,256 GB","39,9 cm x 38,2 cm x 26,3 cm","15 kg"
Laserprinters,"Canon i-SENSYS LBP7210CDN","Wil je veel tekst en documenten printen tegen lage kosten per pagina? Dan is de Canon i-SENSYS LBP7210CDN een goede keuze. Met een printsnelheid van 20 pagina's per minuut, de optie dubbelzijdig te printen en de mogelijkheid de printer te delen via je modem, werk je snel én met meerdere mensen tegelijk. Daarmee is deze printer bij uitstek geschikt voor een klein kantoor.","299,-","Canon","6373B001","None","Laser","A4","9600 x 600","20 ppm","20 ppm","None","41,4 cm x 49,9 cm x 32,8 cm","22,3 kg"
