product_type,product_name,product_desc,product_price,product_brand,product_model,product_printertype,product_tech,product_maxsize,product_maxres,product_bwspeed,product_cspeed,product_memory,product_dimensions,product_weight
Inkjetprinters,"HP OfficeJet Pro 8730 All-in-One (D9L20A)","De HP OfficeJet Pro 8730 e-All-in-One (D9L20A) is een printer, scanner, fax en kopieerapparaat in één voor op een klein kantoor. Selecteer je scan- kopieer-, fax- en printinstellingen zonder tussenkomst van een pc in op het 10,9 cm grote touchscreen. Verbind je laptop of mobiel via wifi en print automatisch dubbelzijdig en benut je beide kanten van het papier. Dankzij de dubbelzijdige automatische documenteninvoer (DADF) scan en kopieer je tot 50 documenten in één moeite dubbelzijdig. Scan kwetsbare documenten in met de ingebouwde flatbedscanner.","279,-","HP","D9L20A#A80","None","Inkjet","A4","1200 x 1200","24 ppm","20 ppm","0,512 GB","49,95 cm x 44,9 cm x 32,73 cm","15,2 kg"
Laserprinters,"Brother HL-L2365DW","De Brother HL-L2365DW is een razendsnelle zwart-witlaserprinter, zeer geschikt voor op kantoor. Bij een snelheid van 30 pagina's per minuut print hij tot 100 vel achter elkaar. Deel de printer in het netwerk of print draadloos vanaf je smartphone of tablet. Dit alles in combinatie met het compacte formaat, maakt deze printer geschikt voor iedereen die snel en makkelijk, veel printjes wil maken.","122,99","Brother","HLL2365DWRF1","None","Laser","A4","2400 x 600","30 ppm","None","None","35,6 cm x 36 cm x 18,3 cm","6,9 kg"
Inkjetprinters,"Epson EcoTank ET-3600","Met deze Epson EcoTank ET-3600 print je 11.000 pagina's af in kleur of zwart-wit. Ideaal voor de printgrage familie of (thuis)kantoor. Doordat je zoveel printjes uit deze ET-3600 haalt zijn de kosten per pagina ook laag. Bespaar daarnaast nog meer op papiergebruik door (automatisch) dubbelzijdig af te drukken. Scannen en kopiëren in kleur is ook mogelijk. Wanneer de inkt op is dan vul je ze zelf bij met de bijbehorende inktflessen. Print al je opdrachten met de Epson Connect app als je onderweg bent en ze liggen klaar als je thuiskomt.","449,-","Epson","C11CF73401","None","Inkjet","A4","4800 x 1200","13,7 ppm","7,3 ppm","None","48,9 cm x 30 cm x 16,9 cm","4,7 kg"
Inkjetprinters,"HP ENVY 5030 All-in-one","De HP ENVY 5030 All-in-one is een inkjetprinter voor privégebruik. Dankzij de all-in-one functies maak je afdrukken, scans en kopieën met één apparaat. De printer heeft dual band wifi, waardoor de wifi verbinding met je smartphone, tablet of laptop stabieler is en je minder lang wacht tot je printer je afdrukopdracht krijgt. Wil je papier besparen? Schakel dan dubbelzijdig printen in. Bovendien gebeurt dit automatisch, waardoor je zelf geen papier meer hoeft om te draaien. Wil je snel een kopie maken? Dankzij het ingebouwde touchscreen selecteer je snel de juiste instellingen. En door de stille modus maakt de printer minder geluid als je afdrukken maakt.","79,99","HP","M2U92B","None","Inkjet","A4","4800 x 1200","10 ppm","7 ppm","0,256 GB","56,4 cm x 44,5 cm x 12,8 cm","5,41 kg"
Laserprinters,"HP Color LaserJet Pro CP5225DN","De HP Color LaserJet Pro Professional CP5225DN is een laserprinter voor op kantoor, waarmee je tot en met A3 formaat print. Druk je posters, flyers en brochures in zowel zwart-wit als kleur. Deel de printer via de router, en iedereen binnen het netwerk maakt gebruik van deze printer. En door automatisch dubbelzijdig te printen bespaar je op het papiergebruik.","1.250,-","HP","CE712A#B19","None","Laser","A3","600 x 600","20 ppm","20 ppm","None","54,5 cm x 59,9 cm x 33,8 cm","40,9 kg"
Laserprinters,"HP LaserJet Enterprise M605x","De HP LaserJet Enterprise M605x laserprinter print tot 55 pagina's per minuut waardoor hij geschik is voor grote werkgroepen op kantoor. Doordat je draadloos over korte afstand of via het wifi netwerk je printdocumenten stuurt, plaats je de printer overal binnen het kantoor. Door middel van het 10,9 cm grote kleuren touchscreen hoeft je pc niet meer aan te staan, want je voert alle instellingen hier op in. Daarnaast verwerkt de printer door het ruime werkgeheugen en de 1.200 MHz processor met gemak meerdere printopdrachten tegelijkertijd.","989,-","HP","E6B71A","None","Laser","A4","1200 x 1200","55 ppm","None","None","42,5 cm x 53,7 cm x 52,1 cm","None"
Inkjetprinters,"Canon MAXIFY MB5150","De Canon MAXIFY MB5150 is een zakelijke all-in-one inkjet printer geschikt voor een (thuis)kantoor. Beheer de printer op afstand en bekijk het inktniveau of de hoeveelheid papier dat in de lade zit. Zo weet jij wanneer je deze bij moet vullen. Of bekijk het papierverbruik per gebruiker en stel beperkingen in waar nodig. Voer tekstdocument in de documentinvoer en kopieer ze automatisch dubbelzijdig, dus je draait je blaadjes niet handmatig 1 voor 1 om. Door de 'Access Point' mode maak je met je Android smartphone direct contact met de printer door deze dicht bij de printer te houden. En met het 8,8 cm kleuren touchscreen selecteer je direct vanaf je usb stick de af te drukken bijlagen.","169,-","Canon","0960C030","None","Inkjet","A4","1200 x 600","24 ppm","15 ppm","None","46,3 cm x 39,4 cm x 29,1 cm","11,4 kg"
Laserprinters,"Samsung Xpress SL-C480","","259,-","Samsung","SL-C480/SEE","None","Laser","A4","2400 x 600","18 ppm","4 ppm","None","40,6 cm x 36,2 cm x 28,9 cm","12,9 kg"
Laserprinters,"HP LaserJet Pro M203dn","De HP LaserJet Pro M203dn laserprinter is een eenvoudige zwart-wit printer, geschikt voor een kleine onderneming. Dankzij de ondersteuning voor SNMP bepaal jij welke printrechten je werknemers krijgen. Je sluit de printer simpel aan via usb op je laptop of pc. En drukt al je facturen en notities af met een snelheid van 28 pagina's. Door dubbelzijdig af te drukken, wat geheel automatisch gaat, bespaar je papier. Met de Auto-on/Auto-off functie gaat de printer meteen aan wanneer je op de print knop drukt. Via AirPrint stuur jij je printtaken naar de printer toe als je een iPhone of iPad hebt. Of met Google Cloud printing druk je je documenten meteen af vanuit de cloud.","168,99","HP","G3Q46A#B19","None","Laser","A4","1200 x 1200","28 ppm","None","None","37,1 cm x 40,7 cm x 22,4 cm","6,9 kg"
Labelprinters,"DYMO Labelwriter Wireless wit","De DYMO Labelwriter Wireless is een labelprinter voor het afdrukken van adreslabels, etiketten, ringmap stickers en labels met streepjescodes. Dankzij de wifi verbinding print je labels draadloos direct vanaf je laptop, desktop pc én je smartphone. Je gebruikt de DYMO labelsoftware voor je computer of de mobiele app om labels te ontwerpen en je gewenste instellingen te selecteren. Omdat je labelprinter draadloos werkt, print je vanaf meerdere apparaten. De labelprinter maakt afdrukken via warmte, waardoor je nooit inkt of patronen hoeft te vervangen.","159,99","Dymo","1980561","None","None","None","600 x 300","None","None","None","17,8 cm x 25,4 cm x 18,4 cm","0,633 kg"
Inkjetprinters,"Epson WorkForce Pro WF-8510DWF","Voor het zwaardere werk heb je goed gereedschap nodig. De Epson WorkForce Pro WF-8510DWF kan snel printen, scannen, kopiëren en faxen. Dankzij de automatische documentinvoer gaat dit ook nog eens heel eenvoudig. Ook voor het fijnere werk heb je het juiste gereedschap in handen: zo print je tot A3+-formaat én automatisch dubbelzijdig. Handig wanneer je bijvoorbeeld een brochure wil printen. Daarnaast heb je lage onderhoudskosten. Deze inkjet gebruikt namelijk minder energie en heeft lagere kosten per pagina dan vergelijkbare laserprinters.","969,-","Epson","C11CD44301","None","Inkjet","A3+","4800 x 1200","24 ppm","24 ppm","None","59 cm x 57 cm x 46,4 cm","34,3 kg"
Labelprinters,"DYMO LetraTag LT-100H","Met de DYMO LetraTag LT-100H labelprinter print je eenvoudig zelfklevende labels voor het labelen van je CD's, kleding of al het andere wat je wilt labelen. Het grafische display van deze labelprinter toont exact hetgeen je gaat printen op de 12 mm LetraTag tape. Door de ergonomische vormgeving ligt de DYMO LetraTag prettig in de hand.  De machine  beschikt over een ABCD-toetsenbord en is hierdoor eenvoudig in gebruik. Kies bij het maken van je label uit  5 tekststijlen, 5 tekengroottes en 8 kaders. Al deze mogelijkheden zorgen ervoor dat de label precies wordt zoals jij wilt.","29,99","Dymo","S0883980","None","None","None","160","None","None","None","9,5 cm x 21,5 cm x 6,5 cm","0,28 kg"
Inkjetprinters,"Epson WorkForce Pro WF-4725DWF","Haal met 1 apparaat een printer, scanner, kopieer- en faxmachine voor op de werkplek met de Epson WorkForce Pro WF-4725DWF inkjet printer. Maak direct draadloos contact met de printer via je smartphone of tablet en verstuur zo je printjes zonder dat je de pc aanzet. Scan al je facturen en contracten in en bewaar ze via de Epson Connect app direct om deze te bewaren in de cloud. Zo weet jij zeker dat je altijd bij je documenten kunt vanaf een pc of smartphone met internet waar ook ter wereld. Dankzij de automatische documentinvoer bespaar je tijd doordat je niet stuk voor stuk je documenten invoert.","159,-","Epson","C11CF74404","None","Inkjet","A4","4800 x 1200","20 ppm","20 ppm","None","42,5 cm x 37,8 cm x 24,9 cm","9,1 kg"
Laserprinters,"HP LaserJet Pro Color MFP M281fdn","De HP LaserJet Pro Color MFP M281fdn is een All-in-one kleuren laserprinter voor kleine en middelgrote kantoren. De printer maakt dubbelzijdige prints, waardoor je papier bespaart. Je verzendt je printopdrachten via de netwerkkabel naar je printer. De automatische documentinvoer (ADF) heeft een capaciteit van 50 vellen. Ingescande documenten zoals facturen, offertes en informatiesheets fax je naar collega's en zakenpartners. Of laat je printer deze scans direct e-mailen. In de 2 afzonderlijke papierlades bewaar je in totaal tot 250 vellen om je zakelijke documenten af te drukken.","349,-","HP","T6B81A","None","Laser","A4","600 x 600","21 ppm","21 ppm","0,256 GB","42 cm x 42,17 cm x 33,41 cm","18,7 kg"
Laserprinters,"HP LaserJet Pro Color MFP M281fdw","De HP LaserJet Pro Color MFP M281fdw is een All-in-one kleuren laserprinter voor kleine bedrijven en middelgrote ondernemingen. Neem de printer in je bedrijfsnetwerk op via de netwerkkabel of print direct draadloos vanaf je laptop of smartphone via wifi. De printer drukt je documenten dubbelzijdig af, waardoor je papier bespaart. Via de faxfunctie stuur je documenten meteen naar zakenpartners of collega's. De automatische documentinvoer (ADF) scant je documenten automatisch in, waardoor je zelf niet meer papier handmatig hoeft in te steken. Je printer bewaart je scans meteen op je computer of stuurt deze naar de cloud. En dankzij de 2 invoerlades met een gezamenlijke capaciteit van 250 vellen print je zelfs hele rapporten uit zonder tussendoor papier aan te vullen.","369,-","HP","T6B82A#B19","None","Laser","A4","600 x 600","21 ppm","21 ppm","0,256 GB","42 cm x 42,17 cm x 33,41 cm","18,7 kg"
Laserprinters,"Brother MFC-9340CDW","De Brother Brother MFC-9340CDW is een all-in-one LED-kleurenprinter, kleurenscanner, kleurenfax in één. Met deze netwerkprinter print je direct vanaf je smartphone of tablet. Of kun je printen en scannen naar web- en clouddiensten als DropBox, Evernote en Google Drive. Dankzij de automatische documentinvoer scan, kopieer of fax je moeiteloos meerdere pagina's, zowel enkel- als dubbelzijdig. Met een print- en kopieersnelheid van 22 pagina's per minuut is de Brother MFC-9340CDW uitermate geschikt voor een klein kantoor.","419,-","Brother","MFC-9340CDW","None","Led technologie","A4","2400 x 600","22 ppm","22 ppm","None","41 cm x 48,3 cm x 41 cm","23,5 kg"
Laserprinters,"HP Color LaserJet Enterprise M553X","De HP Color LaserJet Enterprise M553X laserprinter verbindt je op kantoor met je wifi netwerk en je stuurt draadloos je printtaken. Met een Android smartphone is het nog simpeler door de printer een tikje te geven en hij verstuurt je contracten op korte afstand naar de printer toe. Voer op het 10,9 cm kleuren touchscreen de juiste instellingen in en print zonder dat je je laptop of pc weer aan hoeft te zetten. Daarnaast heeft de printer een invoerlade van 1.200 vellen, waardoor je minder vaak papier bijvult.","909,-","HP","B5L26A#B19","None","Laser","A4","1200 x 1200","38 ppm","38 ppm","None","45,8 cm x 47,9 cm x 58,1 cm","33,4 kg"
Inkjetprinters,"Epson WorkForce Pro WF-3725DWF","Professionaliseer je werkplek met de Epson WorkForce Pro WF-3725DWF inkjet printer. Schaf met 1 apparaat een printer, scanner, kopieer- en faxmachine aan. Maak draadloos contact met de printer via je smartphone of tablet en verstuur zo je printjes zonder dat je de pc aanzet. Scan direct al je facturen en contracten in en bewaar ze via de Epson Connect app in de cloud. Zo weet jij zeker dat je altijd bij je documenten kunt vanaf een pc of smartphone met internet waar ook ter wereld. Dankzij de automatische documentinvoer bespaar je tijd doordat je niet stuk voor stuk je documenten invoert.","149,-","Epson","C11CF24405","None","Inkjet","A4","4800 x 1200","20 ppm","10 ppm","None","42,5 cm x 37,8 cm x 24,9 cm","9,1 kg"
Inkjetprinters,"Brother MFC-J985DW","De Brother MFC-J985DW print, scan, kopieer en fax je vanaf smartphone, pc of tablet. Deel de printer eenvoudig in je netwerk via wifi. Zo maak je met meerdere mensen in huis gebruik van dezelfde printer. Plaats de wifi printer in een centrale ruimte of de studeerkamer. Met het touchscreen aan de voorkant pas je eenvoudig de print- en kopieerinstellingen aan. Scan meerdere aantekeningen tegelijkertijd in via de automatische documenteninvoer.","230,99","Brother","MFCJ985DWH1","None","Inkjet","A4","6000 x 1200","27 ppm","23 ppm","0,128 GB","41,9 cm x 34 cm x 17,3 cm","10,5 kg"
Inkjetprinters,"HP OfficeJet Pro 8710 e-All-in-One (D9L18A)","De HP OfficeJet Pro 8710 e-All-in-One (D9L18A) is een printer, scanner, fax en kopieerapparaat in één voor op een klein kantoor. Selecteer je scan- kopieer-, fax- en printinstellingen op het grote touchscreen, of op afstand via wifi. De printer print automatisch dubbelzijdig en heeft een dubbelzijdige automatische documenteninvoer (DADF). Daardoor scan en kopieer je tot 50 documenten in één moeite dubbelzijdig en benut je beide kanten van het papier. Fragiele documenten scan je in via de ingebouwde flatbedscanner.","149,-","HP","D9L18A#A80","None","Inkjet","A4","1200 x 1200","22 ppm","18 ppm","0,128 GB","49,95 cm x 40,48 cm x 33,91 cm","11,54 kg"
Labelprinters,"Brother QL-820NWB","Maak met de Brother QL-820NWB labelprinter je eigen adreslabels of naamplaatjes van maximaal 62 mm breed. Je maakt labels zelfs in roodgekleurde tekst. Verstuur je opgemaakte labels met een netwerkkabel of via wifi of bluetooth naar de printer. Met de Brother iPrint & Label app ontwerp en print je ook vanaf je iOS of Android smartphone. De labelprinter snijdt labels automatisch af, waardoor er altijd perfect rechthoekige labels uitkomen. Dankzij het ingebouwde geheugen print je eerder afgedrukte labels nogmaals af zonder tussenkomst van je pc.","134,-","Brother","QL820NWBUA1","None","None","None","300 x 600","None","None","None","12,6 cm x 23,4 cm x 14,5 cm","1,16 kg"
Laserprinters,"HP LaserJet Pro Color MFP M280nw","De HP LaserJet Pro Color MFP M280nw is een All-in-one kleuren laserprinter voor kleine en middelgrote ondernemingen. Dankzij wifi verstuur je draadloos printopdrachten direct van je computer, tablet of telefoon naar je printer. Of sluit de printer aan via de netwerkkabel om bekabeld te printen. Door 2 invoerlades met een totale capaciteit van 250 vellen hoef je nauwelijks papier bij te vullen. De printer heeft een afdruksnelheid van 21 pagina's per minuut waardoor je facturen, presentaties en rapporten snel achter elkaar print. Maak je regelmatig kopieën en scans? Dankzij de automatische documentinvoer (ADF) scant je printer één voor één vanzelf je documenten.","319,-","HP","T6B80A","None","Laser","A4","600 x 600","21 ppm","21 ppm","0,256 GB","42 cm x 38,86 cm x 33,41 cm","18 kg"
Inkjetprinters,"HP Deskjet 2130 All-in-one","Als je slechts enkele printjes of kopietjes per maand maakt, dan is de HP Deskjet 2130 een goede keus. De All-in-One is makkelijk te installeren. Sluit de printer via usb aan op je pc of laptop en de printer installeert direct de benodigde software. De printer heeft een systeem met 2 cartridges. Deze cartridges hebben een geïntegreerde printkop. Dit heeft als voordeel dat je belangrijke onderdelen direct vervangt bij het verwisselen van de cartridge. Dit vermindert de kans op storingen, zodat jij altijd dat belangrijke printje kunt maken.","39,99","HP","F5S40B#BHB","None","Inkjet","A4","4800 x 1200","7,5 ppm","5,5 ppm","None","42,5 cm x 30,4 cm x 14,9 cm","3,42 kg"
