product_type,product_name,product_price,product_brand,product_model,product_screen,product_screenres,product_response,product_brightness,product_refresh,product_screentype,product_connection,product_dimensions,product_weight
Monitoren,"Asus PA328Q","1.249,-","Asus","90LM00X0-B01370","32 inch","3840 x 2160 pixels","6 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","73,44 cm x 24 cm x 61,5 cm","11,68 kg"
Monitoren,"HP EliteDisplay E271i","299,-","HP","D7Z72AT","27 inch","1920 x 1080 pixels","7 ms","None","60 Hz","IPS paneel","VGA, DVI, DisplayPort, USB-type A","64,2 cm x 27,85 cm x 53,21 cm","7,7 kg"
Monitoren,"Asus PA329Q","1.459,-","Asus","90LM02CC-B01370","32 inch","3840 x 2160 pixels","6 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","73,44 cm x 24 cm x 61,5 cm","12,5 kg"
Monitoren,"Asus PA329Q","1.459,-","Asus","90LM02CC-B01370","32 inch","3840 x 2160 pixels","6 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","73,44 cm x 24 cm x 61,5 cm","12,5 kg"
Monitoren,"Asus PA328Q","1.249,-","Asus","90LM00X0-B01370","32 inch","3840 x 2160 pixels","6 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","73,44 cm x 24 cm x 61,5 cm","11,68 kg"
Monitoren,"HP EliteDisplay E271i","299,-","HP","D7Z72AT","27 inch","1920 x 1080 pixels","7 ms","None","60 Hz","IPS paneel","VGA, DVI, DisplayPort, USB-type A","64,2 cm x 27,85 cm x 53,21 cm","7,7 kg"
Monitoren,"LG 38UC99","1.399,-","LG","38UC99-W.AEU","38 inch","3840 x 1600 pixels","5 ms","None","75 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A, USB-type C","89,8 cm x 32 cm x None","9,83 kg"
Monitoren,"Samsung LS24D330H","149,-","Samsung","LS24D330HSX/EN","24 inch","1920 x 1080 pixels","1 ms","None","60 Hz","TN paneel","HDMI, VGA","56,9 cm x 19,7 cm x 41,72 cm","3,15 kg"
Monitoren,"Asus PG278QR","699,-","Asus","90LM00U3-B01370","27 inch","2560 x 1440 pixels","1 ms","None","165 Hz","TN paneel","HDMI, DisplayPort","62 cm x 23,8 cm x 55,3 cm","7 kg"
Monitoren,"LG 24MB35PH","179,-","LG","24MB35PH-B.AEU","24 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI","56,9 cm x 27,1 cm x 43,2 cm","5,5 kg"
Monitoren,"ST650K","1.789,-","BenQ","9H.F38TK.RA2","65 inch","3840 x 2160 pixels","8 ms","None","60 Hz","IPS paneel","HDMI, VGA, Hoofdtelefoon, USB-type A","146 cm x 8,8 cm x 84 cm","20 kg"
Monitoren,"Acer RT270bmid","259,-","Acer","UM.HR0EE.001","27 inch","1920 x 1080 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI","62,1 cm x 0,7 cm x 45,4 cm","6 kg"
Monitoren,"Eizo ColorEdge CS2730","1.059,-","Eizo","CS2730","27 inch","2560 x 1440 pixels","10 ms","None","60 Hz","IPS paneel","HDMI, DVI, DisplayPort, USB-type A","64 cm x 25 cm x 56 cm","8,98 kg"
Monitoren,"Dell Ultrasharp U3417W","969,-","Dell","U3417W","34 inch","3440 x 1440 pixels","8 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","81,36 cm x 22,64 cm x 41,7 cm","10,4 kg"
Monitoren,"HP Envy 27s","529,-","HP","Y6K73AA#ABB","27 inch","3840 x 2160 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort","61,35 cm x 15,5 cm x 42,92 cm","5,51 kg"
Monitoren,"Acer ET430Kbmiippx","649,-","Acer","UM.ME0EE.008","43 inch","3840 x 2160 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, USB-type A","65,3 cm x 24,3 cm x 96,6 cm","12,36 kg"
Monitoren,"LG 34UC79G (+ Ghost Recon: Wildlands)","599,-","LG","34UC79G-B.AEUG","34 inch","2560 x 1080 pixels","5 ms","None","144 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","83,05 cm x 27,97 cm x 44,95 cm","8,6 kg"
Monitoren,"LG 34UC88-B","749,-","LG","34UC88-B","34 inch","3440 x 1440 pixels","5 ms","None","75 Hz","IPS paneel","HDMI, DisplayPort, USB-type A","81,6 cm x 23,8 cm x None","8,35 kg"
Monitoren,"Eizo FORIS FS2735","1.089,-","Eizo","FS2735-BK","27 inch","2560 x 1440 pixels","1 ms","None","144 Hz","IPS paneel","HDMI, DVI, DisplayPort, Hoofdtelefoon, USB-type A","62 cm x 20 cm x 39 cm","7,1 kg"
