product_type,product_name,product_price,product_brand,product_model,product_screen,product_screenres,product_cpu,product_graphicscard,product_graphicsmemory,product_memory,product_storage,product_dimensions,product_weight
Laptops QWERTY,"Asus VivoBook Pro N580VD-E4382R","1.499,-","Asus","90NB0FL1-M05770","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1050","4000 MB","8 GB","512 GB SSD","38 cm x 25,6 cm x 1,92 cm","1,99 kg"
Laptops QWERTY,"Apple MacBook Pro 13'' Touch Bar (2017) 16/256 GB - 3,3GHz Silver","2.359,-","Apple","791437","13,3 inch","2560 x 1600 pixels","Intel Core i5 7287U","Intel Iris Plus Graphics 650","None","16 GB","256 GB SSD","30,41 cm x 21,24 cm x 1,49 cm","1,37 kg"
Laptops QWERTY,"Apple MacBook Pro 13'' Touch Bar (2017) MPXW2N/A Space Gray","2.249,-","Apple","MPXW2N/A","13,3 inch","2560 x 1600 pixels","Intel Core i5 7267U","Intel Iris Plus Graphics 650","None","8 GB","512 GB SSD","30,41 cm x 21,24 cm x 1,49 cm","1,37 kg"
Laptops QWERTY,"Asus ZenBook Flip S UX370UA-C4137T","1.649,-","Asus","90NB0EN1-M02570","13,3 inch","1920 x 1080 pixels","Intel Core i7 7500U","Intel HD Graphics 620","None","16 GB","512 GB SSD","31,1 cm x 21,1 cm x 1,12 cm","1,1 kg"
Laptops QWERTY,"Acer Chromebook 15 CB5-571-34MD","439,-","Acer","NX.MUNEH.005","15,6 inch","1920 x 1080 pixels","Intel Core i3 5005U","Intel Iris Graphics 5500","None","4 GB","32 GB SSD","38,3 cm x 25,6 cm x 2,42 cm","2,2 kg"
Laptops QWERTY,"HP EliteBook x360 1030 G2 Z2W66EA","1.869,-","HP","Z2W66EA","13,3 inch","1920 x 1080 pixels","Intel Core i5 7200U","Intel GD Graphics 620","None","8 GB","256 GB SSD","31,69 cm x 21,85 cm x 1,49 cm","1,28 kg"
Laptops QWERTY,"Toshiba X30-D-10K","1.749,-","Toshiba","PT272E-00L003DU","13,3 inch","1920 x 1080 pixels","Intel Core i7 7500U","Intel® HD Graphics 620","None","16 GB","512 GB SSD","31,6 cm x 22,7 cm x 1,59 cm","1,05 kg"
Laptops QWERTY,"Apple MacBook Pro 15'' Touch Bar (2017) 16/512 GB - 2,8Ghz Space Gray","2.799,-","Apple","791442","15,4 inch","2880 x 1800 pixels","Intel Core i7 7700HQ","AMD Radeon Pro 555","2000 MB","16 GB","512 GB SSD","34,93 cm x 24,07 cm x 1,55 cm","1,83 kg"
Laptops QWERTY,"Apple MacBook 12'' (2017) MNYK2N/A Gold","1.499,-","Apple","MNYK2N/A","12 inch","2304 x 1440 pixels","Intel Core m3 None","Intel HD Graphics 615","None","8 GB","256 GB SSD","28,05 cm x 19,65 cm x 1,31 cm","0,92 kg"
Laptops QWERTY,"Acer Chromebook 14 CB3-431-C7WJ","299,-","Acer","NX.GC2EH.001","14 inch","1366 x 768 pixels","Intel Celeron N3060","Intel HD Graphics","None","4 GB","16 GB Flash","34,1 cm x 23,6 cm x 1,695 cm","1,55 kg"
Laptops QWERTY,"Asus Gaming ROG Strix GL553VD-FY806T","1.399,-","Asus","90NB0DW3-M12480","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1050","2000 MB","16 GB","256 GB SSD + 1TB HDD","38,3 cm x 25,5 cm x 3 cm","2,5 kg"
Laptops QWERTY,"HP Chromebook 11 G5 X0N98EA","324,-","HP","X0N98EA#ABH","11,6 inch","1366 x 768 pixels","Intel Celeron N3060","Intel HD Graphics 400","None","4 GB","16 GB Flash","20,5 cm x 28,6 cm x 1,84 cm","1,14 kg"
Laptops QWERTY,"Asus ROG G752VS-GC310T","2.349,-","Asus","90NB0D71-M05380","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1070","8000 MB","16 GB","256 GB SSD + 1 TB HDD","42,8 cm x 33,4 cm x 5,3 cm","4,4 kg"
Laptops QWERTY,"Asus VivoBook Flip TP203NA-BP029T","379,-","Asus","90NB0EQ1-M01470","11,6 inch","1366 x 768 pixels","Intel Celeron N3350","Intel HD Graphics","None","4 GB","32 GB flash","29,3 cm x 19,8 cm x 1,72 cm","1,1 kg"
Laptops QWERTY,"HP ProBook 450 G3 i7-8gb-256ssd+1tb-R7 M340","1.149,-","HP","772119","15,6 inch","1920 x 1080 pixels","Intel Core i7 6500U","AMD Radeon R7 M340","None","8 GB","256 GB SSD + 1 TB HDD","37,8 cm x 26,43 cm x 2,48 cm","2,07 kg"
Laptops QWERTY,"Microsoft Surface Book - i7 - 8 GB - 256 GB","2.249,-","Microsoft","95F-00012","13,5 inch","3000 x 2000 pixels","Intel Core i7 6600U","NVIDIA GeForce GTX 965M","None","8 GB","256 GB SSD","31,2 cm x 23,2 cm x 2,28 cm","1,52 kg"
Laptops QWERTY,"Apple MacBook Pro 13'' Touch Bar (2017) 16/512 GB - 3,3GHz Space Gray","2.849,-","Apple","791439","13,3 inch","2560 x 1600 pixels","Intel Core i5 7287U","Intel Iris Plus Graphics 650","None","16 GB","512 GB SSD","30,41 cm x 21,24 cm x 1,49 cm","1,37 kg"
Laptops QWERTY,"Apple MacBook 12'' (2017) MNYN2N/A Rose Gold","1.693,95","Apple","MNYN2N/A","12 inch","2304 x 1440 pixels","Intel Core i5 None","Intel HD Graphics 615","None","8 GB","512 GB SSD","28,05 cm x 19,65 cm x 1,31 cm","0,92 kg"
Laptops QWERTY,"MSI GS73VR 7RF-213NL Stealth Pro 4K","2.649,-","MSI","GS73VR 7RF-213NL","17,3 inch","3840 x 2160 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","6000 MB","16 GB","512 GB SSD + 2 TB HDD","41,18 cm x 28,49 cm x 1,96 cm","None"
Laptops QWERTY,"Microsoft Surface Pro - i7 - 16 GB - 1 TB","3.099,-","Microsoft","FKK-00003","12,3 inch","2736 x 1824 pixels","Intel Core i7 7660U","Intel Iris Plus Graphics 640","None","16 GB","1 TB SSD","29,2 cm x 20,1 cm x 8,5 cm","0,768 kg"
Laptops QWERTY,"Toshiba Tecra A40-C-1DF","799,-","Toshiba","PS463E-05E03JDU","14 inch","1920 x 1080 pixels","Intel Core i5 6200U","Intel HD Graphics 520","None","8 GB","256 GB SSD","34 cm x 24,3 cm x 2,38 cm","1,8 kg"
Laptops QWERTY,"MSI GP62MVR 7RFX-804NL Leopard Pro","1.499,-","MSI","GP62MVR 7RFX-804NL","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","3000 MB","8 GB","256 GB SSD + 1 TB HDD","38,3 cm x 26 cm x 2,8 cm","2,4 kg"
Laptops QWERTY,"Asus Gaming ROG Strix GL753VD-GC150T","1.299,-","Asus","90NB0DM2-M05700","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1050","2000 MB","8 GB","128 GB SSD + 1 TB HDD","41,5 cm x 27,3 cm x 3,2 cm","3 kg"
Laptops QWERTY,"HP EliteBook 850 G4 Z2W92EA","1.769,-","HP","Z2W92EA#ABH","15,6 inch","1920 x 1080 pixels","Intel Core i7 7500U","Intel HD Graphics 620","None","8 GB","256 GB SSD","38,36 cm x 25,77 cm x 1,94 cm","1,84 kg"
Laptops QWERTY,"Acer Aspire VN7-793G-70F0","1.899,-","Acer","NH.Q1LEH.001","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 1 TB HDD","42,3 cm x 29,6 cm x 0,276 cm","3,1 kg"
Laptops QWERTY,"Dell Chromebook 3180","259,-","Dell","SM001CHB318011NL","11,6 inch","1366 x 768 pixels","Intel Celeron Intel Celeron N3060","Intel HD Graphics 400","None","2 GB","16 GB Flash","30,3 cm x 20,6 cm x 2,08 cm","1,27 kg"
Laptops QWERTY,"HP Probook 430 G4 Y8B38ET","1.029,-","HP","Y8B38ET","13,3 inch","1920 x 1080 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","128 GB SSD","33 cm x 23,35 cm x 1,98 cm","1,49 kg"
Laptops QWERTY,"MSI GS63VR 7RF-216NL Stealth Pro 4K","2.299,-","MSI","GS63VR 7RF-216NL","15,6 inch","3840 x 2160 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 2 TB HDD","38 cm x 24,9 cm x 1,77 cm","1,8 kg"
Laptops QWERTY,"HP Probook 450 G4 T8B71ET","999,-","HP","T8B71ET","15,6 inch","1920 x 1080 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","128 GB SSD","38,2 cm x 26,3 cm x 2,44 cm","2,04 kg"
Laptops QWERTY,"Acer Spin 7 SP714-51-M0U6","1.299,-","Acer","NX.GKPEH.001","14 inch","1920 x 1080 pixels","Intel Core i7 7Y75","Intel HD Graphics 615","None","8 GB","256 GB SSD","32,46 cm x 22,96 cm x 1,098 cm","1,2 kg"
Laptops QWERTY,"Acer Predator G5-793-76E3","1.999,-","Acer","NH.Q1XEH.002","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","None","16 GB","256 GB SSD + 1 TB HDD","42,3 cm x 32,15 cm x 3,97 cm","4,8 kg"
Laptops QWERTY,"HP EliteBook Folio G1 V1C39EA","1.749,-","HP","V1C39EA","12,5 inch","1920 x 1080 pixels","Intel Core m5 6Y54","Intel HD Graphics 515","None","8 GB","512 GB SSD","29,2 cm x 20,9 cm x 1,2 cm","0,97 kg"
Laptops QWERTY,"Toshiba X40-D-10G","1.449,-","Toshiba","PT472E-00E003DU","14 inch","1920 x 1080 pixels","Intel Core i5 7200U","Intel® HD Graphics 620","None","8 GB","256 GB SSD","33,2 cm x 33,2 cm x 2,29 cm","1,25 kg"
Laptops QWERTY,"Asus ROG Zephyrus GX501VI-GZ021T","3.299,-","Asus","90NB0GU1-M00200","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1080 Max Q","8000 MB","16 GB","512 GB PCIe SSD","37,8 cm x 26,2 cm x 1,8 cm","2,25 kg"
Laptops QWERTY,"MSI GT75VR 7RE-039NL","4.399,-","MSI","GT75VR 7RE-039NL","17,3 inch","3840 x 2160 pixels","Intel Core i7 7820HK","NVIDIA GeForce GTX 1070 SLI","8000 MB","32 GB","512 GB SSD + 1 TB HDD","42,8 cm x 31,4 cm x 5,8 cm","4,56 kg"
Laptops QWERTY,"Lenovo ThinkPad X1 Carbon 20HR002FMH","2.099,-","Lenovo","20HR002FMH","14 inch","1920 x 1080 pixels","Intel Core i7 7500U","Intel HD Graphics 620","None","8 GB","512 GB SSD","32,35 cm x 21,71 cm x 1,595 cm","1,13 kg"
Laptops QWERTY,"Acer Swift 7 SF713-51-M53D","1.499,-","Acer","NX.GN2EH.004","13,3 inch","1920 x 1080 pixels","Intel Core i7 7Y75","Intel HD Graphics 615","None","8 GB","512 GB SSD","32,46 cm x 22,96 cm x 0,998 cm","1,12 kg"
Laptops QWERTY,"HP Elite x2 1012 G1 L5H08EA","1.779,-","HP","L5H08EA","12 inch","1920 x 1280 pixels","Intel Core m5 6Y57","Intel HD Graphics 515","None","8 GB","256 GB SSD","30 cm x 21,4 cm x 0,8 cm","0,84 kg"
Laptops QWERTY,"HP Probook 430 G4 Y7Z27ET","919,-","HP","Y7Z27ET","13,3 inch","1920 x 1080 pixels","Intel Core i3 7100U","Intel HD Graphics 620","None","4 GB","128 GB SSD","33 cm x 23,35 cm x 1,98 cm","1,49 kg"
Laptops QWERTY,"Toshiba Tecra Z40-C-12x","799,-","Toshiba","PT465E-03E02UDU","14 inch","1920 x 1080 pixels","Intel Core i5 6200U","Intel® HD Graphics 520","None","4 GB","128 GB SSD","33,8 cm x 23,6 cm x 2,04 cm","1,4 kg"
Laptops QWERTY,"Medion Erazer X6603-i5-1000","1.099,-","Medion","30022658","15,6 inch","1920 x 1080 pixels","Intel Core i5 7300HQ","NVIDIA GeForce GTX 1050Ti","4000 MB","8 GB","1 TB HDD","38 cm x 27 cm x 2,7 cm","2,6 kg"
Laptops QWERTY,"Medion Akoya P7645-i7-1128","999,-","Medion","30022673","17,3 inch","1920 x 1080 pixels","Intel Core i7 7500U","NVIDIA GeForce 940MX","2000 MB","8 GB","128 GB SSD + 1 TB HDD","42 cm x 27,9 cm x 2,8 cm","2,7 kg"
Laptops QWERTY,"MSI GS73VR 7RG-037NL","2.999,-","MSI","GS73VR 7RG-037NL","17,3 inch","3840 x 2160 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1070 Max-Q","8000 MB","16 GB","512 GB SSD + 2 TB HDD","41,18 cm x 28,49 cm x 1,96 cm","2,43 kg"
Laptops QWERTY,"Acer Predator G9-793-784F","2.249,-","Acer","NH.Q1TEH.001","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1070","8000 MB","16 GB","512 GB SSD + 1 TB HDD","42,3 cm x 32,15 cm x 3,97 cm","4,2 kg"
Laptops QWERTY,"MSI GS73VR 7RG-037NL","2.999,-","MSI","GS73VR 7RG-037NL","17,3 inch","3840 x 2160 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1070 Max-Q","8000 MB","16 GB","512 GB SSD + 2 TB HDD","41,18 cm x 28,49 cm x 1,96 cm","2,43 kg"
Laptops QWERTY,"MSI GT75VR 7RE-043NL","2.599,-","MSI","GT75VR 7RE-043NL","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1070","8000 MB","16 GB","256 GB SSD + 1 TB HDD","42,8 cm x 31,4 cm x 5,8 cm","4,56 kg"
Laptops QWERTY,"HP ProBook 470 G4 Y8A89ET","1.329,-","HP","Y8A89ET","17,3 inch","1920 x 1080 pixels","Intel Core i7 7500U","Intel HD Graphics 620","None","8 GB","256 GB SSD","41,68 cm x 28 cm x 2,58 cm","2,63 kg"
Laptops QWERTY,"Acer Predator G9-793-784F","2.249,-","Acer","NH.Q1TEH.001","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1070","8000 MB","16 GB","512 GB SSD + 1 TB HDD","42,3 cm x 32,15 cm x 3,97 cm","4,2 kg"
Laptops QWERTY,"MSI GT75VR 7RF-041NL","3.499,-","MSI","GT75VR 7RF-041NL","17,3 inch","1920 x 1080 pixels","Intel Core i7 7820HK","NVIDIA GeForce GTX 1080","8000 MB","32 GB","512 GB SSD + 1 TB HDD","42,8 cm x 31,4 cm x 5,8 cm","4,56 kg"
Laptops QWERTY,"Medion Akoya S6421S-i5-512","699,-","Medion","30022291","15,6 inch","1366 x 768 pixels","Intel Core i5 6200U","Intel HD Graphics 520","None","8 GB","512 GB SSD","38,3 cm x 25,1 cm x 2,1 cm","2,1 kg"
Laptops QWERTY,"Apple MacBook 12'' (2017) MNYJ2N/A Silver","1.735,-","Apple","MNYJ2N/A","12 inch","2304 x 1440 pixels","Intel Core i5 None","Intel HD Graphics 615","None","8 GB","512 GB SSD","28,05 cm x 19,65 cm x 1,31 cm","0,92 kg"
Laptops QWERTY,"Asus Gaming ROG Strix GL702VS-GC198T","2.099,-","Asus","90NB0DZ3-M02440","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1070","8000 MB","16 GB","256 GB SSD + 1 TB HDD","42,2 cm x 27,6 cm x 3,04 cm","2,9 kg"
Laptops QWERTY,"Acer Spin 5 SP513-51-74X4","899,-","Acer","NX.GK4EH.004","13,3 inch","1920 x 1080 pixels","Intel Core i7 7500U","Intel HD Graphics 620","None","8 GB","256 GB SSD","32,88 cm x 22,85 cm x 1,97 cm","None"
Laptops QWERTY,"HP Pro x2 612 G2 i5 8gb 360SSD","1.349,-","HP","784417","12 inch","1920 x 1280 pixels","Intel Core i5 7Y54","Intel HD Graphics 620","None","8 GB","360 GB SSD","30 cm x 21 cm x 1,46 cm","1,2 kg"
Laptops QWERTY,"Medion Chromebook S2013","229,-","Medion","30022244","11,6 inch","1366 x 768 pixels","Rockchip A17","Mali T7","None","2 GB","16 GB SSD","29,1 cm x 20,5 cm x 1,85 cm","1,15 kg"
Laptops QWERTY,"MSI GS43VR 7RE-059NL Phantom Pro","1.949,-","MSI","GS43VR 7RE-059NL","14 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 1 TB HDD","34,5 cm x 24,5 cm x 2,18 cm","None"
Laptops QWERTY,"Asus Chromebook Flip C213NA-BW0026","499,-","Asus","C213NA-BW0026","11,6 inch","1600 x 900 pixels","Intel Celeron N3350","Intel HD Graphics 500","None","4 GB","32 GB Flash","30,7 cm x 19,9 cm x 2,09 cm","1,3 kg"
Laptops QWERTY,"Apple MacBook Pro 13'' Touch Bar (2017) 16/256 GB - 3,3GHz Space Gray","2.359,-","Apple","791436","13,3 inch","2560 x 1600 pixels","Intel Core i5 7287U","Intel Iris Plus Graphics 650","None","16 GB","256 GB SSD","30,41 cm x 21,24 cm x 1,49 cm","1,37 kg"
Laptops QWERTY,"MSI GS63VR 7RF-219NL Stealth Pro","2.099,-","MSI","GS63VR 7RF-219NL","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 1 TB HDD","38 cm x 24,9 cm x 1,77 cm","1,8 kg"
Laptops QWERTY,"Asus ZenBook Deluxe UX490UA-BE010T","1.999,-","Asus","90NB0EI1-M02270","14 inch","1920 x 1080 pixels","Intel Core i7 7500U","Intel HD Graphics 620","None","16 GB","1 TB SSD","32,9 cm x 21,6 cm x 1,29 cm","1,09 kg"
Laptops QWERTY,"HP Omen 15-ce000nd","1.099,-","HP","1VA32EA#ABH","15,6 inch","1920 x 1080 pixels","Intel Core i5 7300HQ","NVIDIA GeForce GTX 1050","2000 MB","8 GB","128 GB SSD + 1 TB HDD","38,85 cm x 27,55 cm x 2,48 cm","2,62 kg"
Laptops QWERTY,"Toshiba Portege X20W-D-10Q","1.499,-","Toshiba","PRT12E-01601FDU","12,5 inch","1920 x 1080 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","256 GB SSD","29,9 cm x 21,9 cm x 1,54 cm","1,09 kg"
Laptops QWERTY,"MSI GT73VR 7RE-412NL Titan","2.699,-","MSI","GT73VR 7RE-412NL","17,3 inch","1920 x 1080 pixels","Intel Core i7 7820HK","NVIDIA GeForce GTX 1070","8000 MB","16 GB","2x 256 GB SSD + 1 TB HDD","42,8 cm x 31,4 cm x 4,46 cm","3,9 kg"
Laptops QWERTY,"Apple MacBook Pro 13'' (2017) 8/256 GB - 2,5Ghz Silver","2.099,-","Apple","791425","13,3 inch","2560 x 1600 pixels","Intel Core i7 7660U","Intel Iris Plus Graphics 640","None","8 GB","256 GB SSD","30,41 cm x 21,24 cm x 1,49 cm","1,37 kg"
Laptops QWERTY,"Apple MacBook Pro 13'' (2017) 16/256 GB - 2,5Ghz Space Gray","2.349,-","Apple","791426","13,3 inch","2560 x 1600 pixels","Intel Core i7 7660U","Intel Iris Plus Graphics 640","None","16 GB","256 GB SSD","30,41 cm x 21,24 cm x 1,49 cm","1,37 kg"
Laptops QWERTY,"Apple MacBook Pro 13'' (2017) 8/256 GB - 2,5Ghz Space Gray","2.109,-","Apple","791423","13,3 inch","2560 x 1600 pixels","Intel Core i7 7660U","Intel Iris Plus Graphics 640","None","8 GB","256 GB SSD","30,41 cm x 21,24 cm x 1,49 cm","1,37 kg"
Laptops QWERTY,"Medion Akoya E7415-F3-256","649,-","Medion","30022272","17,3 inch","1920 x 1080 pixels","Intel Core i3 5005U","Intel HD Graphics 5500","None","4 GB","256 GB SSD","42 cm x 27,9 cm x 2,8 cm","2,73 kg"
Laptops QWERTY,"HP Chromebook 11 G5 X0N97EA","299,-","HP","X0N97EA#ABH","11,6 inch","1366 x 768 pixels","Intel Celeron N3060","Intel HD Graphics","None","4 GB","16 GB Flash","28,6 cm x 20,5 cm x 1,84 cm","1,14 kg"
Laptops QWERTY,"Apple MacBook Pro 15'' Touch Bar (2017) 16/256 GB - 3,1Ghz Silver","3.159,-","Apple","791441","15,4 inch","2880 x 1800 pixels","Intel Core i7 7920HQ","AMD Radeon Pro 555","2000 MB","16 GB","256 GB SSD","34,93 cm x 24,07 cm x 1,55 cm","1,83 kg"
Laptops QWERTY,"Apple MacBook Pro Retina 15,4'' 16/256SSD - 2,8GHz","2.569,-","Apple","791460","15,4 inch","2880 x 1800 pixels","Intel Core i7 4980HQ","AMD Radeon Pro 555","2000 MB","16 GB","256 GB SSD","35,89 cm x 24,71 cm x 1,8 cm","2,04 kg"
Laptops QWERTY,"Apple MacBook Pro 15'' Touch Bar (2017) 16/256 GB - 3,1Ghz Space Gray","2.999,-","Apple","791440","15,4 inch","2880 x 1800 pixels","Intel Core i7 7920HQ","AMD Radeon Pro 555","2000 MB","16 GB","256 GB SSD","34,93 cm x 24,07 cm x 1,55 cm","1,83 kg"
Laptops QWERTY,"Asus Chromebook Flip C213NA-BW0026","499,-","Asus","C213NA-BW0026","11,6 inch","1600 x 900 pixels","Intel Celeron N3350","Intel HD Graphics 500","None","4 GB","32 GB Flash","30,7 cm x 19,9 cm x 2,09 cm","1,3 kg"
Laptops QWERTY,"MSI GS73VR 7RG-039NL","2.549,-","MSI","GS73VR 7RG-039NL","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1070 Max-Q","8000 MB","16 GB","256 GB SSD + 2 TB HDD","41,18 cm x 28,49 cm x 1,96 cm","2,43 kg"
Laptops QWERTY,"MSI GL72M 7RDX-854NL","1.099,-","MSI","GL72M 7RDX-854NL","17,3 inch","1920 x 1080 pixels","Intel Core i5 7300HQ","NVIDIA GeForce GTX 1050","2000 MB","8 GB","128 GB SSD + 1 TB HDD","41,9 cm x 28,7 cm x 3,2 cm","2,7 kg"
Laptops QWERTY,"Acer Aspire VN7-793G-73M2","1.749,-","Acer","NH.Q26EH.001","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","6000 MB","8 GB","256 GB SSD + 1 TB HDD","42,3 cm x 29,6 cm x 0,276 cm","3,1 kg"
Laptops QWERTY,"HP Omen 15-ce054nd","1.999,-","HP","1VY81EA#ABH","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 1 TB HDD","38,85 cm x 27,55 cm x 2,48 cm","2,62 kg"
Laptops QWERTY,"HP Omen 17-an040nd","1.899,-","HP","1VY98EA#ABH","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 1 TB HDD","42,3 cm x 30,4 cm x 3,3 cm","3,78 kg"
Laptops QWERTY,"MSI GE63VR 7RF-005NL","2.199,-","MSI","GE63VR 7RF-005NL","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1070","8000 MB","16 GB","256 GB SSD + 1 TB HDD","38,3 cm x 26 cm x 2,2 cm","2,8 kg"
Laptops QWERTY,"HP Chromebook 11 G5 X0N97EA","299,-","HP","X0N97EA#ABH","11,6 inch","1366 x 768 pixels","Intel Celeron N3060","Intel HD Graphics","None","4 GB","16 GB Flash","28,6 cm x 20,5 cm x 1,84 cm","1,14 kg"
Laptops QWERTY,"Lenovo Thinkpad T560 20FH001BMH","1.149,-","Lenovo","20FH001BMH","15,6 inch","1920 x 1080 pixels","Intel Core i5 6200U","Intel HD Graphics 520","None","8 GB","256 GB SSD","38,06 cm x 25,82 cm x 2,245 cm","2,22 kg"
Laptops QWERTY,"MSI GS43VR 7RE-059NL Phantom Pro","1.949,-","MSI","GS43VR 7RE-059NL","14 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 1 TB HDD","34,5 cm x 24,5 cm x 2,18 cm","None"
Laptops QWERTY,"HP EliteBook 850 G3 T9X36EA","1.649,-","HP","T9X36EA","15,6 inch","1920 x 1080 pixels","Intel Core i7 6500U","Intel HD Graphics 520","None","8 GB","256 GB SSD","38,3 cm x 25,8 cm x 1,9 cm","1,9 kg"
Laptops QWERTY,"MSI GT83VR 7RE-215NL Titan SLI","4.199,-","MSI","GT83VR 7RE-215NL","18 inch","1920 x 1080 pixels","Intel Core i7 7820HK","NVIDIA GeForce GTX 1070 SLI","8000 MB","32 GB","2x 128 GB SSD + 1 TB HDD","45,6 cm x 33 cm x 4,9 cm","4,5 kg"
Laptops QWERTY,"Medion Chromebook S2013","229,-","Medion","30022244","11,6 inch","1366 x 768 pixels","Rockchip A17","Mali T7","None","2 GB","16 GB SSD","29,1 cm x 20,5 cm x 1,85 cm","1,15 kg"
Laptops QWERTY,"Acer Swift 7 SF713-51-M25G","1.299,-","Acer","NX.GK6EH.002","13,3 inch","1920 x 1080 pixels","Intel Core i5 7Y54","Intel HD Graphics 615","None","8 GB","256 GB SSD","32,46 cm x 229,6 cm x 0,998 cm","1,125 kg"
Laptops QWERTY,"HP ProBook 470 G3 W4P76ET","999,-","HP","W4P76ET","17,3 inch","1600 x 900 pixels","Intel Core i5 6200U","AMD Radeon R7 M340","1000 MB","8 GB","128 GB SSD","41,68 cm x 29,05 cm x 2,5 cm","2,6 kg"
Laptops QWERTY,"HP ProBook 650 G2 T4J06ET","1.139,-","HP","T4J06ET#ABH","15,6 inch","1366 x 768 pixels","Intel Core i5 6200U","Intel HD Graphics 520","None","4 GB","500 GB harde schijf","37,8 cm x 25,7 cm x 2,7 cm","2,3 kg"
Laptops QWERTY,"HP EliteBook Folio 1040 G3 V1A81EA","1.839,-","HP","V1A81EA#ABH","14 inch","1920 x 1080 pixels","Intel Core i5 6200U","Intel HD Graphics 520","None","8 GB","256 GB SSD","33,7 cm x 23,5 cm x 1,6 cm","1,4 kg"
Laptops QWERTY,"Apple MacBook Pro 13'' Touch Bar (2017) 16/256 GB - 3,3GHz Space Gray","2.359,-","Apple","791436","13,3 inch","2560 x 1600 pixels","Intel Core i5 7287U","Intel Iris Plus Graphics 650","None","16 GB","256 GB SSD","30,41 cm x 21,24 cm x 1,49 cm","1,37 kg"
Laptops QWERTY,"Apple MacBook Pro 13'' (2017) 8/256 GB - 2,5Ghz Silver","2.099,-","Apple","791425","13,3 inch","2560 x 1600 pixels","Intel Core i7 7660U","Intel Iris Plus Graphics 640","None","8 GB","256 GB SSD","30,41 cm x 21,24 cm x 1,49 cm","1,37 kg"
Laptops QWERTY,"Acer Aspire R3-131T-C282","299,-","Acer","NX.G10EH.017","11,6 inch","1366 x 768 pixels","Intel Celeron N3160","Intel HD Graphics","None","2 GB","32 GB Flash","29,8 cm x 21,1 cm x 2,09 cm","1,58 kg"
Laptops QWERTY,"HP Omen 15-ce000nd","1.099,-","HP","1VA32EA#ABH","15,6 inch","1920 x 1080 pixels","Intel Core i5 7300HQ","NVIDIA GeForce GTX 1050","2000 MB","8 GB","128 GB SSD + 1 TB HDD","38,85 cm x 27,55 cm x 2,48 cm","2,62 kg"
Laptops QWERTY,"Apple MacBook Pro 13'' (2017) 8/256 GB - 2,5Ghz Space Gray","2.109,-","Apple","791423","13,3 inch","2560 x 1600 pixels","Intel Core i7 7660U","Intel Iris Plus Graphics 640","None","8 GB","256 GB SSD","30,41 cm x 21,24 cm x 1,49 cm","1,37 kg"
